basis_order,basis_field_order,ω,R,particle_radius,c_particle,ρ_particle,separation_ratio,volume_fraction,μ,σ,nb_iterations,μeff,μeff0
10,4,0.2,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.018063302978814918 + 0.10085827427772666im,-0.022471059477241814 + 0.11410211282519862im,-0.009693696895089492 + 0.051768061946615936im,-0.009123431936723688 + 0.06872143295818191im,-0.003230091594101051 + 0.03862443496289881im","0.0099347025502132 + 0.03981949712925523im,0.009509069152995197 + 0.032867642228026565im,0.003414012291257725 + 0.01620866553578525im,0.002595572206335004 + 0.00850901714696197im,0.001064609366918519 + 0.006749144179051903im","200,200,200,200,200","-0.01711924136632263 + 0.09901746669937021im,-0.020941392788234797 + 0.11032913072403779im,-0.008609068162495669 + 0.04860047426111672im,-0.008379090506237478 + 0.06625770190644042im,-0.002911248043638117 + 0.03726596223772001im","-0.011384623955154447 - 0.09493951793379836im,-0.013015218643158763 - 0.1015801173887867im,-0.011265711275081582 - 0.09447692239636982im,-0.002638378873557925 - 0.04118039961944485im,-0.0003225188837796566 - 0.009825493158506256im"
10,4,0.215,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.018414230923476674 + 0.09066782965492885im,-0.032056427910993904 + 0.14157267376436755im,-0.013315856660979331 + 0.05898432481168394im,-0.011978882428570696 + 0.07246976418497143im,-0.005632602233736041 + 0.05076987278509714im","0.01192562059811807 + 0.04505793262483149im,0.01113921187062109 + 0.03192420275000217im,0.005095333698041023 + 0.0177409045945383im,0.003571262826370987 + 0.010301625424251394im,0.0019474086480260194 + 0.008830534351966457im","200,200,200,200,200","-0.016460518121962486 + 0.08685670243677703im,-0.029767312862244894 + 0.13678720639296993im,-0.011537872519115882 + 0.05600060976529485im,-0.010460227084756742 + 0.06928655677986649im,-0.005023293115966833 + 0.04949984906375713im","-0.014763718275320744 - 0.10775079068810064im,-0.013115655002558079 - 0.100332692782508im,-0.014657565509438295 - 0.10723893957428032im,-0.004696271077956793 - 0.05651148792103504im,-0.000691573337413891 - 0.01623026622809756im"
10,4,0.23,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.020255471009052017 + 0.08606862081595626im,-0.03973356172420246 + 0.15874495907126734im,-0.018272263882428003 + 0.07492532244653258im,-0.014446291881862992 + 0.07361150211116503im,-0.008813544027782654 + 0.0642743017334928im","0.01267152489940569 + 0.053406448258677255im,0.014450301889303033 + 0.03690352658409215im,0.0056631186621885635 + 0.018373629889863446im,0.004040636569168661 + 0.011403064851377551im,0.002683215761165978 + 0.009743735260610373im","200,200,200,200,200","-0.017844542546968233 + 0.08176153677565196im,-0.03652548788802605 + 0.15262909532628455im,-0.01629636968589346 + 0.07219823053613142im,-0.01258691914143007 + 0.06990303862215423im,-0.007831183611636053 + 0.06140074557382818im","-0.018541314394250625 - 0.12012973575618925im,-0.013519295032962663 - 0.10039262020119548im,-0.017543328682626706 - 0.1163170648036793im,-0.007641798070648226 - 0.07335336687549927im,-0.0013854466006827453 - 0.02513535547392049im"
10,4,0.245,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.025002517673354437 + 0.09109093870198452im,-0.043393979668265484 + 0.16148406088323977im,-0.02599041011098196 + 0.09837467789600378im,-0.01730546606289431 + 0.07310478960685748im,-0.012382303588223563 + 0.07372772012754755im","0.017522754670561292 + 0.06117543938384877im,0.015469354513496182 + 0.03837124527547648im,0.008085068056615588 + 0.022343366188966304im,0.005508566266985142 + 0.014446525859245787im,0.0037345993874383027 + 0.010031574673570515im","200,200,200,200,200","-0.02199811476475923 + 0.08824927084833056im,-0.03961075832312575 + 0.15643547850201067im,-0.023599596864244485 + 0.09649528285688544im,-0.015091944403892811 + 0.07016759642797767im,-0.011154845257864858 + 0.07159126275017075im","-0.022555652619978717 - 0.1316361294495467im,-0.014956443276473056 - 0.10465450376720989im,-0.019948537689271767 - 0.12274700244681008im,-0.011631260951771439 - 0.09149577859590863im,-0.0026301750439345407 - 0.037113473364075354im"
10,4,0.26,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.03248162219863532 + 0.11103786930110493im,-0.0438787856666681 + 0.1571590561379236im,-0.036439118987261064 + 0.12877966052583534im,-0.021105823621652385 + 0.07710095009398135im,-0.01660627449874942 + 0.08142330177707688im","0.0191422421114879 + 0.0679236505513851im,0.016894781485897865 + 0.0415358424630449im,0.010244026575120255 + 0.02729560189214504im,0.006608975554976646 + 0.016675163512175854im,0.004907476871012494 + 0.011712414802779942im","200,200,200,200,200","-0.02962334933465381 + 0.1072623223277447im,-0.03954052780825066 + 0.15033900701607492im,-0.03353535051370545 + 0.1249939324080286im,-0.018446993510492823 + 0.072807601343524im,-0.014750094872542354 + 0.07913035892607691im","-0.025609015995269737 - 0.13887135951210788im,-0.017325379566107437 - 0.11203071189907919im,-0.021225227348338295 - 0.12489019840657177im,-0.01617964141912768 - 0.10825606387236304im,-0.004622728113813095 - 0.05161089158062535im"
10,4,0.275,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.043209719752870586 + 0.13439569055203815im,-0.04202536933643209 + 0.14365925767386828im,-0.04757321016021046 + 0.15550035607186752im,-0.025277229987111648 + 0.08317353063136243im,-0.020326353376348406 + 0.0865828588000456im","0.027114064002825695 + 0.07049831242635025im,0.019577290125027316 + 0.047903380305434035im,0.01389629949019956 + 0.030739225290493638im,0.007447554439437062 + 0.016360906139049336im,0.006540892616573688 + 0.013352935244219415im","200,200,200,200,200","-0.04095010465117556 + 0.1349573467024845im,-0.03829415824549846 + 0.13880076794333204im,-0.04475672132639327 + 0.15177206675864838im,-0.023201568781357096 + 0.08050666834822817im,-0.018470928930652164 + 0.08388234645233093im","-0.02756999554737794 - 0.14231725270036893im,-0.02091901298754148 - 0.12276596167997582im,-0.021845528658159516 - 0.12480512623511274im,-0.02087736345832642 - 0.12269876179981648im,-0.0075798680211175045 - 0.06830021651567438im"
10,4,0.29,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.06256147079372096 + 0.17589353851274725im,-0.04201587083009046 + 0.13199428605200844im,-0.05918207000750468 + 0.17687240876662788im,-0.03319531852241869 + 0.10024499374158129im,-0.024366218684133294 + 0.08903372613203547im","0.031184968581760234 + 0.06664356075919768im,0.01793976131819998 + 0.04455897180083789im,0.014795311243933728 + 0.02844085589827461im,0.00910886891532558 + 0.019876753459129374im,0.007060208279162748 + 0.013742998016808249im","200,200,200,200,200","-0.05448286051207732 + 0.16377057824902666im,-0.03809227721305604 + 0.12744223754570336im,-0.05473727089359757 + 0.17139309013009815im,-0.029959445076661574 + 0.09496697879843834im,-0.022387320598298007 + 0.08666079554695917im","-0.02815459559389233 - 0.14166702996835143im,-0.025268720719631526 - 0.1344264755961354im,-0.022035212131523357 - 0.12337144077473942im,-0.024792782864144543 - 0.13266588763478943im,-0.011466454182471194 - 0.08566872510055291im"
10,4,0.305,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.07452424713469523 + 0.1970514859364519im,-0.04410476218996617 + 0.12325987773436178im,-0.06718619126844665 + 0.18426396996048663im,-0.04472174753038339 + 0.12026796268877876im,-0.030766274797921392 + 0.09255921745544032im","0.0351604367686583 + 0.06207206404276286im,0.01867717097315218 + 0.047500379989927434im,0.018098760238502088 + 0.03246203008214648im,0.012450354540000366 + 0.023378119251960146im,0.008767111976683914 + 0.014667124224632231im","200,200,200,200,200","-0.06685645652166297 + 0.1860053108520234im,-0.040621918778965094 + 0.12186167263202399im,-0.06128460957580321 + 0.18098029681434813im,-0.03921861258312834 + 0.11595071885674635im,-0.026798828694215095 + 0.08911475631670977im","-0.028646726566656188 - 0.14085357563048648im,-0.03047259671280592 - 0.14695662314465585im,-0.02297433479489547 - 0.12444673642022615im,-0.02799162202658614 - 0.13948596321040468im,-0.01638220675107872 - 0.10363738686720743im"
10,4,0.32,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.07708504211220245 + 0.19584894236908926im,-0.05415448533825023 + 0.13321254287390308im,-0.06801529918646766 + 0.1822430060713365im,-0.056389199180222026 + 0.14677963496504043im,-0.036119237127641174 + 0.09684911474599794im","0.03622463073644462 + 0.06990799154779818im,0.023616775873339574 + 0.05842660285291612im,0.017826977889091693 + 0.03045260150007295im,0.015456771646978553 + 0.024310097933387294im,0.010792662506355202 + 0.01879020905934514im","200,200,200,200,200","-0.0748622004717787 + 0.19723980138007396im,-0.046938730193435564 + 0.12617925093114007im,-0.06391166748288715 + 0.18068865910270554im,-0.05089087378262406 + 0.14081631507274275im,-0.032163506816428364 + 0.09337959090561851im","-0.02926762100521663 - 0.14050229278337145im,-0.035377731120156165 - 0.15713029100233564im,-0.024770147238138057 - 0.12810343759730866im,-0.029847978411328538 - 0.14203984505766012im,-0.021817768288497522 - 0.12008006459982284im"
10,4,0.335,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.08367773729177078 + 0.2015737975450108im,-0.06062619281751932 + 0.14214145017176605im,-0.07105219943465772 + 0.18222661756756492im,-0.06908130635443459 + 0.1666725339918746im,-0.04480554201453448 + 0.10548089160645055im","0.041839360588274324 + 0.06857891436419608im,0.029767682287461083 + 0.06258287054997803im,0.020260969099824607 + 0.03543750582514955im,0.017125843811816383 + 0.026183472072117804im,0.013690566530951263 + 0.019007205342761936im","200,200,200,200,200","-0.07762420318849887 + 0.19716841994790707im,-0.05757379209292599 + 0.1414045112667705im,-0.06394843029430039 + 0.17307201102977257im,-0.06376644368372253 + 0.16515435952713im,-0.039009517512172694 + 0.10152189555879695im","-0.030819075994456956 - 0.14273145193374753im,-0.03935204455482495 - 0.1639689851461859im,-0.027836274600082346 - 0.13511550700268132im,-0.030675264504856994 - 0.1417244430643252im,-0.02727993626768636 - 0.13399379415626064im"
10,4,0.35,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.07955886051913431 + 0.1933501128597771im,-0.07621014548410128 + 0.166940479720259im,-0.07079908273502203 + 0.16746107396528692im,-0.08189398936252072 + 0.18578787939682673im,-0.0520064498254206 + 0.11494210101460743im","0.03190755478055123 + 0.06406267954881202im,0.035148780943519246 + 0.05970697208064831im,0.021766517921393346 + 0.0407756059900549im,0.020407705111304117 + 0.03039650456082677im,0.0162680226466857 + 0.02084052104027562im","200,200,200,200,200","-0.07684504203900577 + 0.18859600277920005im,-0.07212575240548838 + 0.1644387773997453im,-0.06367160889787576 + 0.16221940696517972im,-0.07564514420717407 + 0.18445722396858105im,-0.047837237543931946 + 0.11483321162699665im","-0.033954481684921094 - 0.14890147896270872im,-0.042237522127682045 - 0.16774888140709393im,-0.032437906023243146 - 0.14547458840881983im,-0.031233586350794876 - 0.14082228165651334im,-0.03237529946263078 - 0.1450510689360707im"
10,4,0.365,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.0877186980643245 + 0.18139811239962242im,-0.09947355372500687 + 0.19366171833329843im,-0.07401658067689994 + 0.16095697808780215im,-0.09119718206258835 + 0.20053491939361096im,-0.062298154067060005 + 0.13569372433802354im","0.046551267470408664 + 0.08325345516952323im,0.04252322626460987 + 0.07330308474184874im,0.023867850068938237 + 0.042284811916752596im,0.021966849758708013 + 0.02885973544233374im,0.018638017352893985 + 0.024024405288461333im","200,200,200,200,200","-0.07552064094017677 + 0.17617814155740713im,-0.08847464414798899 + 0.18899377952897925im,-0.06531780272000887 + 0.15289041146396873im,-0.0844019177142321 + 0.19577952592818665im,-0.05892980763765691 + 0.13313954321689628im","-0.038632281004524135 - 0.1581677338333358im,-0.043857216957843816 - 0.1685396391616062im,-0.038212858145174715 - 0.1574141549829596im,-0.0320353750845058 - 0.14073285397123952im,-0.03648298107711866 - 0.1524147032480638im"
10,4,0.38,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.08761524688332908 + 0.1684667517536703im,-0.11369370758501152 + 0.21156985089367994im,-0.08118031743738584 + 0.15484352456845937im,-0.09808739109973716 + 0.20284094368415267im,-0.0766369675260707 + 0.15579564919036262im","0.045761777448445985 + 0.08671277553684871im,0.04045855848680783 + 0.06465797190914088im,0.02816523688242929 + 0.050105730282888825im,0.021074779544136085 + 0.028275794650754194im,0.018890733244548194 + 0.023545468334156005im","200,200,200,200,200","-0.0765167506996944 + 0.16531518277976293im,-0.10301606849309988 + 0.2085045311712342im,-0.07050748128581777 + 0.1494840912368113im,-0.08917878324829125 + 0.1984307710324434im,-0.07199589322733325 + 0.154483925041im","-0.04409829555831071 - 0.16807913192069804im,-0.04418817739561401 - 0.16659160928566338im,-0.044104866264977165 - 0.16806855902804393im,-0.03334326600201048 - 0.14203105982437364im,-0.03888144327454722 - 0.1551041893452483im"
10,4,0.395,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.08952461351419853 + 0.1597920409843956im,-0.12290248850849511 + 0.22396226984572784im,-0.0884849817312244 + 0.1556917217202926im,-0.10019739436734162 + 0.19523823595690787im,-0.09302688413817634 + 0.17865445905203128im","0.04626587398017074 + 0.0929544767972269im,0.048837300483153524 + 0.0673124684795315im,0.030910696278226214 + 0.051385807485477365im,0.02460908262566278 + 0.033974382175027615im,0.01911839471962774 + 0.025816926282524785im","200,200,200,200,200","-0.0817986944894448 + 0.16089702274596762im,-0.11257168657720806 + 0.21890677178526896im,-0.08009434090798646 + 0.15475539401137064im,-0.09078309204019883 + 0.19375196462641162im,-0.08585989475839594 + 0.17555337400206134im","-0.05052317814120035 - 0.17876698645649367im,-0.04497666846044201 - 0.16588025028360248im,-0.05012062704399307 - 0.17770352472653927im,-0.03628806927983707 - 0.14732835365950597im,-0.04044176034617034 - 0.15579344646613608im"
10,4,0.41,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.09577880718889041 + 0.1643134795854547im,-0.12306086437517116 + 0.22244590303231818im,-0.0996860626852543 + 0.17184484114037177im,-0.0991563875599275 + 0.18669078486966328im,-0.10601382628175754 + 0.19555450042409742im","0.04753179878036902 + 0.09186536197438758im,0.046164548337663175 + 0.06639079951701136im,0.031206829001310984 + 0.0495198720896245im,0.026202865441516253 + 0.03383333175216295im,0.02267627426992023 + 0.027850987880802695im","200,200,200,200,200","-0.0922394519350872 + 0.16578967742960438im,-0.11629487505064853 + 0.21944459191076332im,-0.09403420600703168 + 0.1686002771002308im,-0.09118614069338227 + 0.18456062283015753im,-0.09861938315161013 + 0.19281131759809414im","-0.05654697300397312 - 0.18739293532494355im,-0.046521766224590866 - 0.16694360446950215im,-0.05498999159772851 - 0.1840552128611302im,-0.0406991923776522 - 0.15552331316511703im,-0.04117719727465099 - 0.1547383378015495im"
10,4,0.425,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.1160668994714463 + 0.18334382443323033im,-0.12400439521601729 + 0.21392969277785565im,-0.1189096944565887 + 0.18839814241215838im,-0.10419012698554526 + 0.17993125953784905im,-0.11845990266970227 + 0.20256611899755747im","0.05903784053619207 + 0.09121083659969996im,0.049112828931337005 + 0.06828400953332721im,0.03892789298192441 + 0.05220156215123949im,0.03045033754764968 + 0.039422621755627274im,0.026009162135995908 + 0.028111713221360586im","200,200,200,200,200","-0.10747961877590956 + 0.17951280528936964im,-0.11591052797995842 + 0.2120040479394987im,-0.11098715439428022 + 0.1877156018415207im,-0.09266915028887276 + 0.17454343150652943im,-0.10843261321335346 + 0.203700886574085im","-0.060707274110280256 - 0.19168530821207777im,-0.04897078650240979 - 0.16981670694109968im,-0.05763261796199227 - 0.18568992003719942im,-0.04603926745881939 - 0.16474553710160028im,-0.04137623817262544 - 0.15269802397495288im"
10,4,0.44,20.0,1.0,Inf + 0.0im,Inf,1.001,0.05,"-0.135497909121493 + 0.19745268639550317im,-0.12610324325064184 + 0.20385312845161668im,-0.13914705113612783 + 0.20911919675445337im,-0.10802553684442329 + 0.16836040837466285im,-0.12389961359656013 + 0.20783447206531214im","0.06859360929283081 + 0.09110582239978038im,0.048095936835646884 + 0.06949295671995868im,0.04434529975029455 + 0.0547392765077759im,0.031798763190525686 + 0.0444325343800093im,0.024929832948533008 + 0.030131353867617963im","200,200,200,200,200","-0.12554516761821535 + 0.19812261267572528im,-0.11455557646030368 + 0.20019171178846654im,-0.12811483653191644 + 0.20685531382265723im,-0.09711824022718892 + 0.1675324224073352im,-0.11444213115021158 + 0.2072728911767196im","-0.06452251856566923 - 0.19507019182017796im,-0.054153368980929775 - 0.17781317726418533im,-0.059996301715365165 - 0.18684038298187255im,-0.05330671727747588 - 0.17670562202351592im,-0.04312488442641909 - 0.1543764207344337im"
