basis_order,basis_field_order,ω,R,particle_radius,c_particle,ρ_particle,separation_ratio,volume_fraction,μ,σ,nb_iterations,μeff,μeff0
5,4,0.2,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.42594962196688596 - 0.2570576492772123im,-0.48048456002139106 + 0.29141553524518987im,-0.7883384032413485 - 0.16764612878723795im,-0.34258027034241 - 0.36393302017109475im,-0.07407734634052278 - 0.15895725051507292im","0.11395399147019714 + 0.10790674413851516im,0.11084820890243458 + 0.08576567257294586im,0.07643409466865467 + 0.08053940730180026im,0.058976388621402344 + 0.03952397728354456im,0.017184569356788526 + 0.03010366554348143im","300,200,400,100,100","-0.49751674073107316 - 0.20959725429928328im,-0.439011184790449 + 0.2116130085050298im,-0.7424573895707466 - 0.10571049052442792im,-0.372609757518882 - 0.313989663243607im,-0.09864542008997823 - 0.14545756989886127im","-0.48561219659405963 - 0.21009343757248042im,-0.4509534951803841 + 0.21405072905163364im,-0.7316540748038749 - 0.11372621361941176im,-0.36226069017741297 - 0.3021832883924738im,-0.10113139591800764 - 0.13574147671287246im"
5,4,0.215,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.5462045654224832 - 0.22762852270983489im,-0.3853967021186529 + 0.2229130078822145im,-0.7978868857012587 - 0.04956664417530666im,-0.43820641439423125 - 0.3605628600041307im,-0.11854434630165313 - 0.20309523156936102im","0.13087097860216942 + 0.11607393670887625im,0.11864331796736473 + 0.10177433188716149im,0.07226852962260943 + 0.0933302604442089im,0.07130337710943811 + 0.043660501853913604im,0.027593726850743207 + 0.0391815181170102im","500,400,5000,100,100","-0.5925011617611601 - 0.17310979728414064im,-0.35953293859117674 + 0.14796246469909183im,-0.743655246838359 - 0.001734055747587533im,-0.4698249277151522 - 0.317396186420433im,-0.1449317217278613 - 0.1992051366548659im","-0.5744619577097013 - 0.17569201827389458im,-0.37585925973209744 + 0.15429105876065274im,-0.732069788609083 - 0.01921381048253635im,-0.44943738585722726 - 0.3011140016694914im,-0.14385077085458625 - 0.17665933631652353im"
5,4,0.23,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.6199027240776609 - 0.15186834832308582im,-0.3317696411908781 + 0.1319429238421536im,-0.7626061866358175 + 0.05243742671393957im,-0.5482782192311315 - 0.3311024036325236im,-0.17818840827649918 - 0.2560916828542739im","0.13256604003628059 + 0.12188786537081416im,0.11361767018362251 + 0.10637878830774261im,0.07089044073584487 + 0.10247399571171965im,0.08929285265219147 + 0.044139389624765386im,0.044953240949588615 + 0.04600141235098209im","1000,1100,5000,100,100","-0.6486789768276171 - 0.09876930422126176im,-0.3254226477327424 + 0.05966184993597624im,-0.7022928122412166 + 0.08524478367577623im,-0.5596364124674069 - 0.28702889243698526im,-0.20350071288695312 - 0.2432984172054222im","-0.6316381322723659 - 0.11014241859384855im,-0.33870783760258527 + 0.07372731565053302im,-0.6977207060272499 + 0.061965723281023545im,-0.5310270564088382 - 0.2762676387698968im,-0.19667556841079362 - 0.21530979351111415im"
5,4,0.245,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.65290849317614 - 0.06024525557851369im,-0.3256416011287498 + 0.033317623642472004im,-0.6891538252287707 + 0.13239261973264296im,-0.6210223248736015 - 0.2798620566655273im,-0.24176923866686986 - 0.2896679929968544im","0.1251515705701998 + 0.12578428277519763im,0.1058247641620853 + 0.11505221874078396im,0.08027150025517622 + 0.10288968547239541im,0.0840599245467825 + 0.0539019756093465im,0.05180069882673045 + 0.04405556524595916im","5000,5000,1000,100,100","-0.6608127302895493 - 0.013747285499632226im,-0.335853846649078 - 0.02791517515988812im,-0.6328324332144543 + 0.14315085315518888im,-0.633291689292812 - 0.23105045717959394im,-0.2740609671507167 - 0.27842345060589585im","-0.6577727482434317 - 0.027690327006797022im,-0.3342252849853981 - 0.014188965087509385im,-0.6374793757876156 + 0.13047716336530046im,-0.6111224820745074 - 0.2282008548311229im,-0.2655823632001259 - 0.25323167815625997im"
5,4,0.26,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.646950782344485 + 0.02397648847547951im,-0.354641650736393 - 0.04702893870972016im,-0.616797067475908 + 0.16287136715193917im,-0.6885383679589598 - 0.2059533554554564im,-0.33346165232142533 - 0.32233349116708526im","0.12024320224511138 + 0.12996193744415008im,0.10576276413039121 + 0.11701036299380455im,0.08789437930315284 + 0.09348431988049757im,0.0836802684629574 + 0.05782530937019328im,0.05542838993656752 + 0.044455368623002374im","5000,5000,600,200,100","-0.6321349038737506 + 0.059541163391538456im,-0.38279287601604206 - 0.09486042675998924im,-0.5510952622081404 + 0.16385635728419434im,-0.6814588195977195 - 0.15652223230367987im,-0.35341076311027947 - 0.2983055822610186im","-0.6363771207424239 + 0.04715380777359742im,-0.37363400880176695 - 0.08433618864062428im,-0.5595653497457863 + 0.15673294813577662im,-0.6608020565481378 - 0.1598835472110883im,-0.33990366919772963 - 0.2734939352633606im"
5,4,0.275,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.6023189659639449 + 0.08701629182915396im,-0.4190250870533348 - 0.09561761603538232im,-0.524849705313807 + 0.16739123988774246im,-0.7153945784613375 - 0.12116324391182443im,-0.41665927140824943 - 0.32462857571140474im","0.11870538382763926 + 0.12733755864885424im,0.10723498576170258 + 0.11546722154698057im,0.10000224227033513 + 0.08790314068782838im,0.07311548206604032 + 0.0811681917855679im,0.07746540289835978 + 0.04281566650666101im","3300,2300,500,700,100","-0.5758182884502843 + 0.10431230630318171im,-0.4502964186033066 - 0.12836069435025185im,-0.4745844368660064 + 0.14733224625878127im,-0.6985193492805687 - 0.07432858276078377im,-0.4361023855385358 - 0.2981733864940193im","-0.584837299917222 + 0.09872247685073725im,-0.43659175055742255 - 0.12541473462347794im,-0.48201697313292136 + 0.14812077721446787im,-0.6832812080796912 - 0.08105001034557832im,-0.41952784232643464 - 0.2765624540194594im"
5,4,0.29,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.5408979821542662 + 0.11108651799268558im,-0.49356033617789635 - 0.10916342617723929im,-0.46237456299358004 + 0.13033000922443067im,-0.7122426588894243 - 0.035674769890061436im,-0.49245694097868764 - 0.3030660087029173im","0.12505020164890557 + 0.12231165231078418im,0.11288151713199189 + 0.11224574318042753im,0.10134264048275432 + 0.09010844454477401im,0.0710786889564991 + 0.09013311494183354im,0.08488722259770058 + 0.0419397156950417im","1900,1700,800,5000,100","-0.5105251153918953 + 0.11285069987852413im,-0.5191347466649713 - 0.1251627772668499im,-0.41869655425228486 + 0.10126593416630364im,-0.6839279211396725 + 0.0026812086409871276im,-0.5150165997567625 - 0.2759601751972673im","-0.5198424921079543 + 0.11378382579497913im,-0.5048734434304154 - 0.1290505120215774im,-0.4229181705081659 + 0.10710236423631385im,-0.6730533733402048 - 0.006655011266758259im,-0.49381079111862625 - 0.2583205710301186im"
5,4,0.305,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.48165649607383987 + 0.10400776175164615im,-0.5540913313930241 - 0.09270625666999951im,-0.4201877607917554 + 0.0775178737942057im,-0.6795238269328749 + 0.03311177141105732im,-0.5598619917220615 - 0.2771519243316204im","0.12263325516865299 + 0.12079960573753339im,0.11357836282935693 + 0.10929130952325375im,0.0993963335784076 + 0.09679216422288409im,0.07199170268967661 + 0.09235296845182828im,0.09959617236563423 + 0.04902117026037982im","2100,2200,2400,5000,100","-0.45498580047318576 + 0.08857006444424112im,-0.5720589673837139 - 0.09192337914240094im,-0.39250672878839526 + 0.0396279149291392im,-0.6431766617530582 + 0.06268889550857316im,-0.5816379202638136 - 0.23315829893214726im","-0.4599656215940859 + 0.09618442748962248im,-0.5614365346692631 - 0.10185141301396386im,-0.3899674147134785 + 0.048621294969052785im,-0.6376490898723223 + 0.05498214760764239im,-0.5594180620363997 - 0.2209729428957674im"
5,4,0.32,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.44889914295227046 + 0.064453719902123im,-0.5888111760870305 - 0.047904275478076866im,-0.41523331365299027 + 0.014468586916298995im,-0.6300177702870966 + 0.079014709779553im,-0.6273970978177018 - 0.21516299805834865im","0.12473158489567558 + 0.11689995319061762im,0.11097324430303142 + 0.10518771523956277im,0.0947385782034251 + 0.10121655230396853im,0.07681852148281848 + 0.09146752652808568im,0.08726398029798084 + 0.05540943557352317im","5000,5000,5000,2100,200","-0.4229708972186665 + 0.042287372197427855im,-0.597924739420523 - 0.042014883904243704im,-0.398175110443297 - 0.0219516160429082im,-0.5860916905086206 + 0.09681274057758898im,-0.6290197276903008 - 0.17480029406720152im","-0.42178224000430503 + 0.05255619391773614im,-0.591668945872125 - 0.05449762778216678im,-0.38967122500664403 - 0.013337282226571393im,-0.5834447166749795 + 0.09042825052115688im,-0.6043257020968217 - 0.16822839088000074im"
5,4,0.335,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.43796860028452855 + 0.017305792383525365im,-0.5959814498504401 - 0.0007689898866034077im,-0.43846167385679674 - 0.03642128419778872im,-0.5695820638062654 + 0.09291349716409474im,-0.6508970102706085 - 0.14355839694562414im","0.1214689517030286 + 0.12322159424711553im,0.10527933369928136 + 0.1070439052714541im,0.09371624760207821 + 0.10277133868883125im,0.084935757468651 + 0.08846378723470563im,0.08433948021187276 + 0.0697238392389035im","5000,5000,5000,1500,400","-0.4195537678934555 - 0.00980447745197988im,-0.5944294013733319 + 0.008579728690925255im,-0.4293055358679093 - 0.06928131896876426im,-0.5253054547624263 + 0.10237729806643166im,-0.6521506244453387 - 0.10850313074663266im","-0.41039194344708035 + 1.3752502578924229e-5im,-0.593680217001456 - 0.0028887381186460882im,-0.414693254543996 - 0.06398182399686869im,-0.5238107619952587 + 0.10058864657913658im,-0.6291887518936209 - 0.1069362789473434im"
5,4,0.35,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.44932114142239227 - 0.028378836747885834im,-0.5817058163061527 + 0.03960953501912599im,-0.47702453815326423 - 0.07325209931134327im,-0.5134820491732899 + 0.08444053472487056im,-0.6635702605829056 - 0.07740430118216941im","0.11975838846595062 + 0.1233208096623567im,0.10196251122654128 + 0.10391666385361696im,0.09546289678394602 + 0.10176314830419994im,0.09286786120129734 + 0.08528570479613475im,0.07475411551477512 + 0.08132620285739033im","5000,5000,3100,1600,1700","-0.4416158700258088 - 0.05284781428205577im,-0.5670906167230233 + 0.04576145247230678im,-0.4748200600014606 - 0.09343424560867916im,-0.47315517457915074 + 0.08184682845527692im,-0.6500142106350696 - 0.04382624162063306im","-0.4257620861065269 - 0.04711892701874588im,-0.5699081455955459 + 0.03857226342553426im,-0.4565594150089512 - 0.09344235889541234im,-0.46996295281186806 + 0.08469515288598578im,-0.6300136056446289 - 0.04576774839408768im"
5,4,0.365,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.4835502030898504 - 0.05782093568262451im,-0.5476583501517199 + 0.05812139817942807im,-0.5202011376357782 - 0.07691529602550363im,-0.4759089812103584 + 0.054953060949897485im,-0.6469169420287397 - 0.021624929152651653im","0.11783391701500873 + 0.12480374711992419im,0.0993351792627476 + 0.10183661669211701im,0.09787912467358853 + 0.09901260079185824im,0.08997463200219434 + 0.0874840004126856im,0.06944008553134441 + 0.08610971520971607im","5000,4800,2600,3900,5000","-0.4792204127300498 - 0.07635110911510053im,-0.5272225229995419 + 0.06090937735978844im,-0.5212134996939293 - 0.09220465152508402im,-0.43919061588057573 + 0.043009615184626815im,-0.6255783622631022 + 0.00990485156924297im","-0.459646281800495 - 0.07674442126438226im,-0.5300883380185406 + 0.059030888989892706im,-0.5020967882504525 - 0.09766319112580832im,-0.4320925442443532 + 0.04869863083715018im,-0.6080899471968273 + 0.005660993631637538im"
5,4,0.38,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.5218963767557577 - 0.06263761750323943im,-0.5110803348739699 + 0.05256686131115921im,-0.5551778074248083 - 0.06165771171999412im,-0.45854172469247767 + 0.01144649565328997im,-0.6120789259697793 + 0.020262781391140815im","0.1188569817408254 + 0.12056962331996793im,0.10025213769484545 + 0.09978244415116917im,0.09583804272111915 + 0.09505056996441019im,0.08867674105994701 + 0.08998493821353473im,0.07198365140790469 + 0.0881231944954986im","5000,5000,3700,5000,5000","-0.5193392699244613 - 0.07681898488203266im,-0.48806993645360097 + 0.05261211533261895im,-0.5564196582224762 - 0.07009173656463043im,-0.42811657158124566 - 0.0032019177444728526im,-0.5855032784665201 + 0.0453979369151573im","-0.49945912856468866 - 0.08379684120366833im,-0.48758044597480393 + 0.057104944306159734im,-0.5396047568897445 - 0.07997282918356173im,-0.41486939412106194 + 0.004355062625909219im,-0.5714059079486457 + 0.04252124122782599im"
5,4,0.395,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.548586445098787 - 0.05233574229469369im,-0.48485225505153173 + 0.03479395617380287im,-0.5757734061584162 - 0.039718295663495135im,-0.46009732803431924 - 0.026788968273946813im,-0.5722061166990721 + 0.04088999493756297im","0.11622700933716901 + 0.11701234747872374im,0.09801661897113186 + 0.09760667091258954im,0.09178897350791303 + 0.09314831370730793im,0.0849133206177427 + 0.09332405508063163im,0.07908622195347328 + 0.08469645238780193im","5000,5000,5000,5000,5000","-0.5499448896784301 - 0.05788409263588011im,-0.4608881037602936 + 0.026213606455039142im,-0.5727830736073061 - 0.03645855668338255im,-0.439013649983732 - 0.04539065283158182im,-0.5388764951255667 + 0.058904004650529106im","-0.5331508973495429 - 0.06951112986377593im,-0.45386438584345334 + 0.0349159648101872im,-0.5601161774070165 - 0.047911440158920654im,-0.41949150430299054 - 0.03871265218138427im,-0.5263631685953647 + 0.059092885189217646im"
5,4,0.41,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.566983407410212 - 0.031172876471129984im,-0.4719363971368969 + 0.00488933971943652im,-0.5774115404504065 - 0.008782776557946698im,-0.4778937577538174 - 0.059411126257923205im,-0.5287378876781896 + 0.04402606671326864im","0.11384003123611418 + 0.11631646212347199im,0.09558471417040966 + 0.09988994075789462im,0.08845554436374897 + 0.0929836206684898im,0.08462132415852752 + 0.0937145925041413im,0.08422875611052043 + 0.0821356725864385im","5000,5000,5000,3900,5000","-0.5633607301435225 - 0.028384008063936803im,-0.45199577152973974 - 0.008488590245252869im,-0.5686108448030145 - 0.002556273445397345im,-0.4659607080510036 - 0.07438536269931575im,-0.49535736370127287 + 0.05097772751614898im","-0.551397395103466 - 0.04109697192623272im,-0.4368530326113475 + 0.0010167495883665893im,-0.5600283772564199 - 0.01207680636093739im,-0.44150776376202117 - 0.07087296255151988im,-0.4818060336070148 + 0.05508573819530966im"
5,4,0.425,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.5637117753275575 - 0.003983199573188979im,-0.4794637560026064 - 0.025684599165319226im,-0.5624153312336317 + 0.01500606081883131im,-0.5102242301603621 - 0.076077596440993im,-0.4954985313236293 + 0.02460659048752786im","0.1134540405439892 + 0.11464504091742016im,0.09444101406866802 + 0.10027138536076065im,0.08595237989415343 + 0.09137876038316375im,0.08493876328812576 + 0.09201771053994254im,0.08306272960495348 + 0.08118851666647615im","5000,5000,5000,2300,5000","-0.5579759184162998 + 0.0008535850862414871im,-0.461548480769023 - 0.040565923683283295im,-0.5479828006413109 + 0.021699811806957226im,-0.49986353246598964 - 0.08525378892525452im,-0.46316068105748837 + 0.02627537132578331im","-0.5500992484900427 - 0.009525427427284221im,-0.439078619940468 - 0.033784716786506054im,-0.5414001240937254 + 0.01640362919708078im,-0.47274532596712515 - 0.08598608199799349im,-0.44637264562574797 + 0.03343571670152259im"
5,4,0.44,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.5508230758423998 + 0.015164005829134738im,-0.494517270883206 - 0.048987733445359505im,-0.5371658549828897 + 0.025264403759115754im,-0.5360632114621455 - 0.07380452354220975im,-0.47556961472603126 - 0.00318824807878226im","0.11144824188616902 + 0.1157243866068136im,0.09418155207685835 + 0.09925589158354624im,0.08673708738056625 + 0.09029532227282891im,0.08467124079486588 + 0.08845452717791043im,0.08331671660558718 + 0.08324925563142196im","5000,5000,5000,2300,5000","-0.5379909485560972 + 0.020451447947816604im,-0.4842195572257023 - 0.061253158110292666im,-0.5190042191852379 + 0.030298758548210698im,-0.5309727020758399 - 0.07814141327685079im,-0.4473688512484713 - 0.007584392138904648im","-0.5318927690325284 + 0.015077345687502077im,-0.45662517194673696 - 0.05946142191288283im,-0.5115298509712337 + 0.030499806412097114im,-0.5035601821637331 - 0.08290119653841585im,-0.4256288155156775 + 0.0015439464449840984im"
5,4,0.455,20.0,1.0,1.0 + 0.0im,0.01,1.001,0.05,"-0.5307398322890368 + 0.024527503711286546im,-0.5172346289068467 - 0.058112982303952676im,-0.5120233976531515 + 0.022455283202976635im,-0.5607409649572636 - 0.06043928012406737im,-0.46906068422291275 - 0.03638358910524577im","0.11086903105550211 + 0.1126685367189429im,0.09445688837450554 + 0.09716292598517517im,0.08511715163056269 + 0.08562008971753286im,0.08252677157820885 + 0.08496578336697347im,0.08095710110372555 + 0.08710450825929889im","5000,4300,5000,3100,5000","-0.5114721368372629 + 0.025116390226921345im,-0.5114064819025237 - 0.06626429663187461im,-0.49111016899614457 + 0.02238400493013477im,-0.5514016811263449 - 0.05776489062338174im,-0.44899220575472293 - 0.04182972360039621im","-0.5041282113868953 + 0.026777415036407844im,-0.48214658531312593 - 0.07002486361360831im,-0.4797612941020406 + 0.02873948580593546im,-0.5264823124554798 - 0.06484493520390887im,-0.42147692242059565 - 0.03190787469760455im"
