basis_order,basis_field_order,ω,R,particle_radius,c_particle,ρ_particle,separation_ratio,volume_fraction,μ,σ,nb_iterations,μeff,μeff0
5,4,0.1,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.01829292749881268 - 0.1325193746207978im,-0.005346858869343771 - 0.07108430289588864im,-0.00021853693404743184 - 0.012660835942006714im,-6.658104605401097e-6 - 0.0010681731173313544im,-2.8959637852476157e-7 - 5.1739185716735854e-5im","0.0030735037884757374 + 0.011006607820161857im,0.0007652161427505536 + 0.005167146148704466im,5.0176322740816564e-5 + 0.0015173104477299501im,2.6796691467786906e-6 + 0.00016192174648912516im,1.348522357123874e-7 + 9.474174104491853e-6im","200,200,200,400,400","-0.018547165853944187 - 0.13258674027584177im,-0.005367901271247314 - 0.07098510541057391im,-0.00021332363589977198 - 0.0126265497780941im,-5.742548709791317e-6 - 0.0010620223822020694im,-2.2759479434455293e-7 - 5.1370918607027465e-5im","-0.01881242831102392 - 0.13354065289250658im,-0.005436068334146549 - 0.07145627382442182im,-0.000215554202313895 - 0.012711923488518814im,-5.765024836789717e-6 - 0.0010693420246174266im,-2.279909496231326e-7 - 5.172776046092135e-5im"
5,4,0.2,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.038997323217166445 - 0.1846803592776349im,-0.047900526792023085 - 0.20446715858411782im,-0.03722315638191813 - 0.18112509835693083im,-0.007691820423691779 - 0.07881741944860508im,-0.0007440864304426348 - 0.01918804177806787im","0.013044593154477898 + 0.031191398932141845im,0.008083440353597168 + 0.017319502686559095im,0.005687676677102127 + 0.0139936376614787im,0.0016537673010760092 + 0.009453578569741806im,0.00018688719167755965 + 0.0030060592581782333im","200,200,200,200,200","-0.03824417610296969 - 0.1831259139540124im,-0.04826421264995266 - 0.2047305262355253im,-0.037035686297099225 - 0.18044207142834584im,-0.007425406372677714 - 0.07813337723727762im,-0.0006724021811971536 - 0.01893223880798296im","-0.03856437574524323 - 0.18391984950884818im,-0.048710775696515676 - 0.2056924614760781im,-0.03733616535120072 - 0.1812034642143506im,-0.007478539964690374 - 0.07846269940629527im,-0.0006758068386807377 - 0.01901482493725955im"
5,4,0.3,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.09987901778481428 - 0.27836047312080986im,-0.0933095982434951 - 0.2715288000490553im,-0.0800558314408424 - 0.24963291642172913im,-0.0906505282198212 - 0.2659499585407672im,-0.04234950459132767 - 0.18244341057522057im","0.02993949922431365 + 0.04187317051484077im,0.02039652617859132 + 0.029147773133673675im,0.018439551075239768 + 0.02936076511700814im,0.013610176868484553 + 0.02014083491825082im,0.008127079768101154 + 0.019129245606090216im","200,200,200,200,200","-0.10035388041235146 - 0.27857518091353667im,-0.09203153005145676 - 0.2694540448466033im,-0.07787529375770436 - 0.24656239312427614im,-0.0896860894164429 - 0.2654537786192796im,-0.04203945642667763 - 0.18323882870186198im","-0.10064790991365861 - 0.27897903965057846im,-0.09227367126788491 - 0.2698113382219689im,-0.07810215915295331 - 0.24693250171712686im,-0.08993022331608008 - 0.26582024802429816im,-0.04213884561726822 - 0.18348314951150185im"
5,4,0.4,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.16095807688256716 - 0.33082074500155295im,-0.1480573712527634 - 0.3160436216042282im,-0.15794083895599628 - 0.32811085188666217im,-0.11488648707753941 - 0.2814413456790088im,-0.13351325216721946 - 0.3007307782017623im","0.04962619138097012 + 0.04819058624404191im,0.03744839087640417 + 0.038388314141334645im,0.027766634491517995 + 0.026889840851157695im,0.027517025317478922 + 0.03386228004245177im,0.02751232478190252 + 0.03055281924889605im","200,200,200,200,200","-0.15883060600861143 - 0.3293540753789922im,-0.14611011286168415 - 0.3141542937176697im,-0.15825505050652802 - 0.3284754445344353im,-0.11415767101395272 - 0.2818407929910981im,-0.13104406746110653 - 0.2989436086104742im","-0.1614399680231621 - 0.33189818248936276im,-0.14875092219930297 - 0.3168648616027517im,-0.1608789866771348 - 0.33104360377029524im,-0.11611362083269718 - 0.2843068548553883im,-0.13339948919979663 - 0.30160952212770914im"
5,4,0.5,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.20493282700280843 - 0.3399856739304763im,-0.23096751773811397 - 0.360207929717993im,-0.19632972620011152 - 0.3341294280212962im,-0.22265324660115346 - 0.35606367124957744im,-0.1742498276264507 - 0.3210232313159166im","0.07165341897491248 + 0.053602334503968944im,0.051309378301777946 + 0.03450340454628776im,0.045836870794506136 + 0.036250121645732325im,0.038708512884824554 + 0.027144501341156im,0.03512474708864609 + 0.030457656185357417im","200,200,200,200,200","-0.2063024525746667 - 0.3436232020491382im,-0.23098735380150492 - 0.3625086206777113im,-0.1930850318503653 - 0.335470693579516im,-0.2211256816214349 - 0.35450680509842714im,-0.1732560489484979 - 0.3239082625933661im","-0.20485469174556223 - 0.34255191965939547im,-0.22947117560213076 - 0.36149327925928676im,-0.19175186177810002 - 0.33440568526461606im,-0.2196198423750468 - 0.35345271676742523im,-0.17214022401917087 - 0.3228868893022654im"
5,4,0.6,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.3093196185517094 - 0.37240158592068673im,-0.2532363270690768 - 0.3462585708132409im,-0.2867162730288823 - 0.36065149018415243im,-0.24788159161109558 - 0.34724682762023773im,-0.2578939534051642 - 0.3470191615519107im","0.09255479444231716 + 0.04344172377732497im,0.06572952245785646 + 0.03889624920682301im,0.05916189068554474 + 0.029277786514775285im,0.053703267468920776 + 0.03245392561049781im,0.05020723017024493 + 0.029155577469404042im","200,200,200,200,200","-0.292680016032319 - 0.36689417725279205im,-0.2556742707771762 - 0.35017651772351105im,-0.28757337940131533 - 0.36375740197926115im,-0.24399349410341076 - 0.34700777915851855im,-0.2570808438202011 - 0.34761799740300026im","-0.2918724807503326 - 0.366527631196166im,-0.2549486609593427 - 0.3497786808116188im,-0.2867675501294247 - 0.36338250723628024im,-0.2433219510720436 - 0.34660413930087197im,-0.25632617654750905 - 0.3472073397229588im"
5,4,0.7,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.30064538473145086 - 0.3400448505916506im,-0.3415383900260948 - 0.35161890422491593im,-0.31037869363851217 - 0.3443960438789944im,-0.3242175487639819 - 0.34389702677335576im,-0.3086421953274371 - 0.34459421262281126im","0.0967833136338474 + 0.042268726353223283im,0.07387123180404954 + 0.029966418391551352im,0.06329641756122129 + 0.02980985323155353im,0.06784516419543123 + 0.029834204137495466im,0.05497959050448782 + 0.027346539325267098im","200,200,200,200,200","-0.3091682648092964 - 0.3464718370766349im,-0.3402845525253286 - 0.35087320565582175im,-0.30601465814791606 - 0.34677382940072277im,-0.3240142067446341 - 0.34501410745768957im,-0.3038691124302446 - 0.348089350987575im","-0.30749197745523027 - 0.3458529371252915im,-0.33841872659831823 - 0.35033296198734787im,-0.3043715691148399 - 0.3461410085449313im,-0.3221915431991528 - 0.3444250416949648im,-0.30226683826555784 - 0.34743339955311764im"
5,4,0.8,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.38048207315929766 - 0.32090287996917993im,-0.3612038551114282 - 0.3283299379712081im,-0.37524198658204694 - 0.3243944493464228im,-0.355328372093609 - 0.3302338471380915im,-0.34527119753306423 - 0.3187827691118655im","0.102069127248649 + 0.03854750776575642im,0.08198910285209575 + 0.03176821312658571im,0.08060987447958265 + 0.028664569388954713im,0.06503618254253303 + 0.027430744447556926im,0.06477218501789472 + 0.028948544351446462im","200,200,200,200,200","-0.37276047315100175 - 0.323454535275746im,-0.35354488202160067 - 0.32988914792594126im,-0.3654404252584125 - 0.3220555659936353im,-0.3533462181906483 - 0.3308044732263852im,-0.3406739269495112 - 0.31886413166417166im","-0.371270627219993 - 0.3232189868180943im,-0.3521858452037163 - 0.32957811714817054im,-0.3639661491654745 - 0.3218010005822087im,-0.35199510876478635 - 0.3304796220484591im,-0.3392775221345284 - 0.3185410608184546im"
5,4,0.9,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.3911968839370295 - 0.301908241738346im,-0.39219884094540625 - 0.29182427043535814im,-0.38255436972829915 - 0.3000973781067554im,-0.3773833280016353 - 0.2915187318098866im,-0.3862649220465548 - 0.30029033079129985im","0.1115908358183554 + 0.04203567643793367im,0.0914452094254236 + 0.032510063459665256im,0.07951144284732732 + 0.029932011270328816im,0.07123849065572545 + 0.0329468612590803im,0.06207995835952174 + 0.03110435611898675im","200,200,200,200,200","-0.38920770230556034 - 0.30286885824482895im,-0.3879869704779537 - 0.29134965898289394im,-0.3894994844223329 - 0.30281023416726216im,-0.375674731469032 - 0.29197855450544874im,-0.38908852001075556 - 0.30079371894201945im","-0.39007784680350294 - 0.30294658903713956im,-0.3888986909367317 - 0.29139141541848673im,-0.3903713164593943 - 0.302890612105759im,-0.376564266594806 - 0.29204725945771376im,-0.38997024582712714 - 0.3008777826475924im"
5,4,1.0,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.40332523707385076 - 0.25673653685104997im,-0.41563974662544095 - 0.2734185577950916im,-0.3944677694767736 - 0.2606218608683727im,-0.41812707188480497 - 0.27016267375195363im,-0.3829560956498371 - 0.26499630441320304im","0.11579850129025643 + 0.052637127141242024im,0.07592706464815834 + 0.03551008510866734im,0.08009261573808833 + 0.03510290795546636im,0.0710277192238343 + 0.03416189048204939im,0.06957480895946254 + 0.03200364997211853im","200,200,200,200,200","-0.39724022688866173 - 0.2605763375759145im,-0.41221935521692793 - 0.2688906671436399im,-0.3931587148289095 - 0.2617974464419663im,-0.4110531572543165 - 0.26707261899574547im,-0.38339223820356955 - 0.26608941705392664im","-0.3976983675984877 - 0.26053141493898535im,-0.4126777245170032 - 0.26885434021051624im,-0.3936132660694654 - 0.2617592485113954im,-0.4115148940789621 - 0.2670363133629219im,-0.38383622920330807 - 0.2660711788925161im"
