volume_fraction,e0,e1,e2,e3,e4
0.05,0.026635002852417818,0.024323905258029015,0.02335240411364789,0.023475131352916144,0.02271242611570416
0.1,0.06694890063310818,0.05918984234575143,0.06207052976176394,0.05430126622488397,0.08507467856188625
0.2,0.13407844324869927,0.12815934882264607,0.12446250447636956,0.11380995272043352,0.11884919010182522
