volume_fraction,e0,e1,e2,e3,e4
0.05,0.06736528591221334,0.04593548068525799,0.05400126265249339,0.06450791537968337,0.07455522408813714
0.1,0.04578216642300313,0.04895346997941561,0.05427645120229057,0.04289557303938201,0.06355702547424244
0.2,0.30676336090280226,0.31791911497291714,0.2400905222361085,0.19972818054868002,0.23518839954083182
