basis_order,basis_field_order,ω,R,particle_radius,c_particle,ρ_particle,separation_ratio,volume_fraction,μ,σ,nb_iterations,μeff,μeff0
5,4,0.1,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.003439909253240092 + 0.03559979885733879im,-0.005024918369998683 + 0.061667228286187745im,-0.004976575846694147 + 0.06653100335375227im,-0.00027162753130984094 + 0.013019774482924623im,-9.303117702654493e-6 + 0.0011056898139233321im","0.00250675491570376 + 0.02561979189152757im,0.0017951727804660846 + 0.012906669576568087im,0.0007876508490373529 + 0.004518225091356385im,0.00010098245632882133 + 0.0014762969511711455im,4.357445560196453e-6 + 0.0001676540209514725im","1000,400,200,400,400","-0.0024247728584308502 + 0.02878266893493628im,-0.0037048430302857724 + 0.05275083315816838im,-0.003934138912798018 + 0.05910361165131785im,-0.0002208518372088802 + 0.012284749018507214im,-8.999103828761662e-6 + 0.0016954346878592418im","-0.01865534577718038 - 0.13297662707678434im,-0.005395718350732835 - 0.07117773582807616im,-0.000214234314488484 - 0.012661450454606982im,-5.751773544008693e-6 - 0.001065014413749518im,-2.277591402465936e-7 - 5.151677930883491e-5im"
5,4,0.2,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.05353654891545632 + 0.1913818832174459im,-0.08008053062701752 + 0.2364864557382907im,-0.024156869471023083 + 0.10167418797051175im,-0.026454835176240473 + 0.13274794006006785im,-0.009567969672182404 + 0.07810822411437328im","0.02418101926782096 + 0.05130895568478099im,0.025027432219861742 + 0.04325373750508507im,0.007732892100344214 + 0.021097145711039458im,0.005760636981686546 + 0.011238692865787294im,0.002378625925521018 + 0.009419757463149268im","400,200,200,200,200","-0.038796580449756514 + 0.16570512130040022im,-0.06066736118059602 + 0.20909903685395317im,-0.017138665295830628 + 0.08634296770243609im,-0.020121577835245624 + 0.11789450808944678im,-0.007522587392082589 + 0.07142792916500657im","-0.038031653807949775 - 0.1825962540546278im,-0.047968069518554535 - 0.20408905054991006im,-0.036836170333376786 - 0.17993397607647116im,-0.007390160461946352 - 0.07791367648289932im,-0.0006701577008317964 - 0.01887716093473879im"
5,4,0.3,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.21747687479182898 + 0.34171147870496127im,-0.10657278040297319 + 0.22167300862719416im,-0.1871012346639049 + 0.32352478123742984im,-0.11457742395351027 + 0.22410912229049848im,-0.0702514381398927 + 0.17092095116402004im","0.08110312442052897 + 0.06342400457307816im,0.04140156382761268 + 0.05803955412807396im,0.0373765289615463 + 0.035610026670805366im,0.025465321837690034 + 0.027893973841020457im,0.01683835540457027 + 0.021444955568706098im","400,400,200,200,200","-0.16744160742212294 + 0.31337188474592403im,-0.08649471391987114 + 0.2100966700812958im,-0.1501909743042579 + 0.3040580076957763im,-0.08755370866355948 + 0.20546373364640239im,-0.0536068184002607 + 0.15683500793644498im","-0.1009327292360735 - 0.2793689059626361im,-0.09250814194401293 - 0.2701562032896527im,-0.07832197139147398 - 0.2472898944072901im,-0.09016665008019879 - 0.26617399368612993im,-0.042235123672334424 - 0.18371904770594694im"
5,4,0.4,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.23100178748152295 + 0.26700431658682944im,-0.302080489311191 + 0.343582792094354im,-0.2441294846901642 + 0.27553611441036635im,-0.2302883160334693 + 0.2999790982038334im,-0.2694699388754617 + 0.31284361694984003im","0.11105019256672381 + 0.09349118927134463im,0.08403254125948571 + 0.055298079416178876im,0.06367760811777952 + 0.05137730397376149im,0.04556551553433848 + 0.03228468848098088im,0.04344887695684813 + 0.035542486587802194im","400,200,200,200,200","-0.19430135249601757 + 0.27044723320985914im,-0.26508094820164585 + 0.34396501591374173im,-0.20083972935726865 + 0.27319629340970014im,-0.19921324066092422 + 0.3036852507235705im,-0.22298838160235038 + 0.31098019808193167im","-0.16030028182957637 - 0.3307916754300003im,-0.1475965301957812 - 0.3156852392560544im,-0.15973291068911127 - 0.3299266217737035im,-0.11525875956236263 - 0.28323311314218635im,-0.1323699433373471 - 0.30044906419548967im"
5,4,0.5,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.3766909137978846 + 0.31400315362762665im,-0.35392094458673673 + 0.2593372667453306im,-0.34111005775850806 + 0.29835893178739353im,-0.37402098911945936 + 0.28158258322529056im,-0.28909191540705675 + 0.26298302555903696im","0.11581924901658687 + 0.07054114741140138im,0.10671331156405321 + 0.06912831615237598im,0.06913835348165538 + 0.043991390477818956im,0.06962635702833818 + 0.041626348549005925im,0.05324177980905257 + 0.03769760570553733im","200,200,200,200,200","-0.3426217531647893 + 0.3242404706074401im,-0.3346892697058176 + 0.28291615182654517im,-0.3156920432407361 + 0.3143250613914158im,-0.3489817734551411 + 0.30088755111779886im,-0.25958733908284665 + 0.27114166784926247im","-0.20637294529796754 - 0.3436739400319993im,-0.23106107828616143 - 0.36255660081980706im,-0.1931499856435821 - 0.3355212063565013im,-0.22119894306729276 - 0.3545566657441073im,-0.17331046360053637 - 0.32395680675506017im"
5,4,0.6,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.45219826328266316 + 0.22684083159122584im,-0.3984372320234483 + 0.2463343679991633im,-0.45380117451582114 + 0.22496740772504598im,-0.3710851640710902 + 0.22640964586102297im,-0.4365862328757797 + 0.25851975622162804im","0.1326956608483437 + 0.08354997172698299im,0.10105713291413795 + 0.05711604147460724im,0.08763084748462949 + 0.058846610849777714im,0.07441915874958892 + 0.05383809488136957im,0.06333741185904712 + 0.0455937232303262im","400,200,200,200,200","-0.43345255646774805 + 0.24809460286343085im,-0.3816653734576072 + 0.271283822654575im,-0.43533479949602916 + 0.25622955763447947im,-0.3568278734530083 + 0.25389056643105345im,-0.4154117667232693 + 0.28045110101583887im","-0.2938590861264864 - 0.3674264129607214im,-0.2567341602062771 - 0.3507548712248569im,-0.2887500619964849 - 0.3643018501466306im,-0.24497426068879163 - 0.3475948281735148im,-0.2581832345259551 - 0.3482149800877836im"
5,4,0.7,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.43684178986389877 + 0.19481307200230868im,-0.46462636367286414 + 0.1840577417086242im,-0.42391809091336585 + 0.19618686719371253im,-0.47052348804242533 + 0.20276976732238075im,-0.4187479375034863 + 0.17338875282784816im","0.12128651952192245 + 0.08215028746082519im,0.1026621049529653 + 0.06666020352983208im,0.08212755684512062 + 0.06550956838154821im,0.07084244222451758 + 0.05893640464544381im,0.0756017434961288 + 0.05004186863715035im","400,400,200,200,200","-0.41560218933907 + 0.21195345312684077im,-0.47734416837293886 + 0.21137295985397im,-0.4114626100131931 + 0.20549981050453273im,-0.4658089349897259 + 0.22640101007139857im,-0.41351960996366555 + 0.19264873918378925im","-0.30749197745523027 - 0.3458529371252915im,-0.33841872659831823 - 0.35033296198734787im,-0.3043715691148399 - 0.3461410085449313im,-0.3221915431991528 - 0.3444250416949648im,-0.30226683826555784 - 0.34743339955311764im"
5,4,0.8,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.4795134205036997 + 0.16550017943819317im,-0.4442627463189391 + 0.1414850476387673im,-0.47132912665570365 + 0.164624344356364im,-0.435095247398934 + 0.14108600895973838im,-0.4517968289835212 + 0.1749833632695407im","0.11036279456253693 + 0.08030129704798508im,0.09048977490013668 + 0.06691682597547961im,0.07640149144444887 + 0.061015311870147505im,0.07144702995474977 + 0.056286822125886794im,0.06403570988045044 + 0.05195718444734954im","400,400,400,400,200","-0.4806412039841677 + 0.18220928839836018im,-0.43503782991409184 + 0.15895612646717155im,-0.4743683480352097 + 0.18770536151590794im,-0.44012131867817733 + 0.15376577444591794im,-0.44826462446451665 + 0.19543175460413365im","-0.37070309431864384 - 0.32312739087048953im,-0.3516681735495085 - 0.32945799319821917im,-0.36340459642054973 - 0.3217021848725601im,-0.3514804379648239 - 0.3303542714965872im,-0.3387457653427689 - 0.31841628332394667im"
5,4,0.9,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.4476506484949405 + 0.10986141643610214im,-0.46483646190953254 + 0.15513660962599446im,-0.4552765150586782 + 0.11217245579165627im,-0.4443993139791296 + 0.14951580334334286im,-0.46490013106737993 + 0.1184624169505632im","0.10016775898160686 + 0.0821547391695244im,0.07994499678654232 + 0.058595416195176935im,0.07059772549116336 + 0.06020227210822551im,0.06481588116828076 + 0.05887749918319242im,0.065670140679432 + 0.054909002275988446im","1000,400,600,400,400","-0.4478399628249243 + 0.13515122771596896im,-0.4629257975737102 + 0.16949753474701387im,-0.4508709167449107 + 0.13481676060934558im,-0.44947322137194917 + 0.17121312370994402im,-0.4603826788530484 + 0.14061613685436478im","-0.38951520652559574 - 0.30292604131936324im,-0.3883104889417867 - 0.29139544727903277im,-0.38980750140674525 - 0.30286841547513554im,-0.3759894271709247 - 0.2920331908249568im,-0.38939993714510096 - 0.3008535449405756im"
5,4,1.0,20.0,1.0,Inf + 0.0im,Inf,1.0,0.1,"-0.44939093155167903 + 0.1315341215730872im,-0.46049646346354317 + 0.09925518228370452im,-0.4432471112246624 + 0.12873364232206083im,-0.46481860961186783 + 0.10784669627508116im,-0.43159682555851353 + 0.12286559048892919im","0.08979046485804731 + 0.07696030993066037im,0.07480349593201777 + 0.061862160539213146im,0.0687571675600873 + 0.058571714420522204im,0.06630000119245186 + 0.05888982097873457im,0.06322695918278239 + 0.059189726209019466im","600,800,400,600,400","-0.4484266112086926 + 0.1524264596501876im,-0.45880949498199347 + 0.12571878737158165im,-0.4437629610852667 + 0.15156526837068304im,-0.4625227925047352 + 0.13065272838352665im,-0.43213877617346624 + 0.14526393976747679im","-0.3968371877933083 - 0.2605782457355907im,-0.4118167788790115 - 0.26888510746569666im,-0.39275935185738803 - 0.2617937887028601im,-0.41064765263020125 - 0.2670667700510891im,-0.38300369848963695 - 0.26606923697729634im"
